iter	Logloss
319	0.552226755
320	0.552226755
321	0.552226755
322	0.552226755
323	0.552226755
324	0.552226755
325	0.552226755
326	0.552226755
327	0.552226755
328	0.552226755
329	0.552226755
330	0.552226755
331	0.552226755
332	0.552226755
333	0.552226755
334	0.552226755
335	0.552226755
336	0.552226755
337	0.552226755
338	0.552226755
339	0.552226755
340	0.552226755
341	0.552226755
342	0.552226755
343	0.552226755
344	0.552226755
345	0.552226755
346	0.552226755
347	0.552226755
348	0.552226755
349	0.552226755
350	0.552226755
351	0.552226755
352	0.552226755
353	0.552226755
354	0.552226755
355	0.552226755
356	0.552226755
357	0.552226755
358	0.552226755
359	0.552226755
360	0.552226755
361	0.552226755
362	0.552226755
363	0.552226755
364	0.552226755
365	0.552226755
366	0.552226755
367	0.552226755
368	0.552226755
369	0.552226755
370	0.552226755
371	0.552226755
372	0.552226755
373	0.552226755
374	0.552226755
375	0.552226755
376	0.552226755
377	0.552226755
378	0.552226755
379	0.552226755
380	0.552226755
381	0.552226755
382	0.552226755
383	0.552226755
384	0.552226755
385	0.552226755
386	0.552226755
387	0.552226755
388	0.552226755
389	0.552226755
390	0.552226755
391	0.552226755
392	0.552226755
393	0.552226755
394	0.552226755
395	0.552226755
396	0.552226755
397	0.552226755
398	0.552226755
399	0.552226755
400	0.552226755
401	0.552226755
402	0.552226755
403	0.552226755
404	0.552226755
405	0.552226755
406	0.552226755
407	0.552226755
408	0.552226755
409	0.552226755
410	0.552226755
411	0.552226755
412	0.552226755
413	0.552226755
414	0.552226755
415	0.552226755
416	0.552226755
417	0.552226755
418	0.552226755
419	0.552226755
420	0.552226755
421	0.552226755
422	0.552226755
423	0.552226755
424	0.552226755
425	0.552226755
426	0.552226755
427	0.552226755
428	0.552226755
429	0.552226755
430	0.552226755
431	0.552226755
432	0.552226755
433	0.552226755
434	0.552226755
435	0.552226755
436	0.552226755
437	0.552226755
438	0.552226755
439	0.552226755
440	0.552226755
441	0.552226755
442	0.552226755
443	0.552226755
444	0.552226755
445	0.552226755
446	0.552226755
447	0.552226755
448	0.552226755
449	0.552226755
450	0.552226755
451	0.552226755
452	0.552226755
453	0.552226755
454	0.552226755
455	0.552226755
456	0.552226755
457	0.552226755
458	0.552226755
459	0.552226755
460	0.552226755
461	0.552226755
462	0.552226755
463	0.552226755
464	0.552226755
465	0.552226755
466	0.552226755
467	0.552226755
468	0.552226755
469	0.552226755
470	0.552226755
471	0.552226755
472	0.552226755
473	0.552226755
474	0.552226755
475	0.552226755
476	0.552226755
477	0.552226755
478	0.552226755
479	0.552226755
480	0.552226755
481	0.552226755
482	0.552226755
483	0.552226755
484	0.552226755
485	0.552226755
486	0.552226755
487	0.552226755
488	0.552226755
489	0.552226755
490	0.552226755
491	0.552226755
492	0.552226755
493	0.552226755
494	0.552226755
495	0.552226755
496	0.552226755
497	0.552226755
498	0.552226755
499	0.552226755
500	0.552226755
501	0.552226755
502	0.552226755
503	0.552226755
504	0.552226755
505	0.552226755
506	0.552226755
507	0.552226755
508	0.552226755
509	0.552226755
510	0.552226755
511	0.552226755
512	0.552226755
513	0.552226755
514	0.552226755
515	0.552226755
516	0.552226755
517	0.552226755
518	0.552226755
519	0.552226755
520	0.552226755
521	0.552226755
522	0.552226755
523	0.552226755
524	0.552226755
525	0.552226755
526	0.552226755
527	0.552226755
528	0.552226755
529	0.552226755
530	0.552226755
531	0.552226755
532	0.552226755
533	0.552226755
534	0.552226755
535	0.552226755
536	0.552226755
537	0.552226755
538	0.552226755
539	0.552226755
540	0.552226755
541	0.552226755
542	0.552226755
543	0.552226755
544	0.552226755
545	0.552226755
546	0.552226755
547	0.552226755
548	0.552226755
549	0.552226755
550	0.552226755
551	0.552226755
552	0.552226755
553	0.552226755
554	0.552226755
555	0.552226755
556	0.552226755
557	0.552226755
558	0.552226755
559	0.552226755
560	0.552226755
561	0.552226755
562	0.552226755
563	0.552226755
564	0.552226755
565	0.552226755
566	0.552226755
567	0.552226755
568	0.552226755
569	0.552226755
570	0.552226755
571	0.552226755
572	0.552226755
573	0.552226755
574	0.552226755
575	0.552226755
576	0.552226755
577	0.552226755
578	0.552226755
579	0.552226755
580	0.552226755
581	0.552226755
582	0.552226755
583	0.552226755
584	0.552226755
585	0.552226755
586	0.552226755
587	0.552226755
588	0.552226755
589	0.552226755
590	0.552226755
591	0.552226755
592	0.552226755
593	0.552226755
594	0.552226755
595	0.552226755
596	0.552226755
597	0.552226755
598	0.552226755
599	0.552226755
600	0.552226755
601	0.552226755
602	0.552226755
603	0.552226755
604	0.552226755
605	0.552226755
606	0.552226755
607	0.552226755
608	0.552226755
609	0.552226755
610	0.552226755
611	0.552226755
612	0.552226755
613	0.552226755
614	0.552226755
615	0.552226755
616	0.552226755
617	0.552226755
618	0.552226755
619	0.552226755
620	0.552226755
621	0.552226755
622	0.552226755
623	0.552226755
624	0.552226755
625	0.552226755
626	0.552226755
627	0.552226755
628	0.552226755
629	0.552226755
630	0.552226755
631	0.552226755
632	0.552226755
633	0.552226755
634	0.552226755
635	0.552226755
636	0.552226755
637	0.552226755
638	0.552226755
639	0.552226755
640	0.552226755
641	0.552226755
642	0.552226755
643	0.552226755
644	0.552226755
645	0.552226755
646	0.552226755
647	0.552226755
648	0.552226755
649	0.552226755
650	0.552226755
651	0.552226755
652	0.552226755
653	0.552226755
654	0.552226755
655	0.552226755
656	0.552226755
657	0.552226755
658	0.552226755
659	0.552226755
660	0.552226755
661	0.552226755
662	0.552226755
663	0.552226755
664	0.552226755
665	0.552226755
666	0.552226755
667	0.552226755
668	0.552226755
669	0.552226755
670	0.552226755
671	0.552226755
672	0.552226755
673	0.552226755
674	0.552226755
675	0.552226755
676	0.552226755
677	0.552226755
678	0.552226755
679	0.552226755
680	0.552226755
681	0.552226755
682	0.552226755
683	0.552226755
684	0.552226755
685	0.552226755
686	0.552226755
687	0.552226755
688	0.552226755
689	0.552226755
690	0.552226755
691	0.552226755
692	0.552226755
693	0.552226755
694	0.552226755
695	0.552226755
696	0.552226755
697	0.552226755
698	0.552226755
699	0.552226755
700	0.552226755
701	0.552226755
702	0.552226755
703	0.552226755
704	0.552226755
705	0.552226755
706	0.552226755
707	0.552226755
708	0.552226755
709	0.552226755
710	0.552226755
711	0.552226755
712	0.552226755
713	0.552226755
714	0.552226755
715	0.552226755
716	0.552226755
717	0.552226755
718	0.552226755
719	0.552226755
720	0.552226755
721	0.552226755
722	0.552226755
723	0.552226755
724	0.552226755
725	0.552226755
726	0.552226755
727	0.552226755
728	0.552226755
729	0.552226755
730	0.552226755
731	0.552226755
732	0.552226755
733	0.552226755
734	0.552226755
735	0.552226755
736	0.552226755
737	0.552226755
738	0.552226755
739	0.552226755
740	0.552226755
741	0.552226755
742	0.552226755
743	0.552226755
744	0.552226755
745	0.552226755
746	0.552226755
747	0.552226755
748	0.552226755
749	0.552226755
750	0.552226755
751	0.552226755
752	0.552226755
753	0.552226755
754	0.552226755
755	0.552226755
756	0.552226755
757	0.552226755
758	0.552226755
759	0.552226755
760	0.552226755
761	0.552226755
762	0.552226755
763	0.552226755
764	0.552226755
765	0.552226755
766	0.552226755
767	0.552226755
768	0.552226755
769	0.552226755
770	0.552226755
771	0.552226755
772	0.552226755
773	0.552226755
774	0.552226755
775	0.552226755
776	0.552226755
777	0.552226755
778	0.552226755
779	0.552226755
780	0.552226755
781	0.552226755
782	0.552226755
783	0.552226755
784	0.552226755
785	0.552226755
786	0.552226755
787	0.552226755
788	0.552226755
789	0.552226755
790	0.552226755
791	0.552226755
792	0.552226755
793	0.552226755
794	0.552226755
795	0.552226755
796	0.552226755
797	0.552226755
798	0.552226755
799	0.552226755
800	0.552226755
801	0.552226755
802	0.552226755
803	0.552226755
804	0.552226755
805	0.552226755
806	0.552226755
807	0.552226755
808	0.552226755
809	0.552226755
810	0.552226755
811	0.552226755
812	0.552226755
813	0.552226755
814	0.552226755
815	0.552226755
816	0.552226755
817	0.552226755
818	0.552226755
819	0.552226755
820	0.552226755
821	0.552226755
822	0.552226755
823	0.552226755
824	0.552226755
825	0.552226755
826	0.552226755
827	0.552226755
828	0.552226755
829	0.552226755
830	0.552226755
831	0.552226755
832	0.552226755
833	0.552226755
834	0.552226755
835	0.552226755
836	0.552226755
837	0.552226755
838	0.552226755
839	0.552226755
840	0.552226755
841	0.552226755
842	0.552226755
843	0.552226755
844	0.552226755
845	0.552226755
846	0.552226755
847	0.552226755
848	0.552226755
849	0.552226755
850	0.552226755
851	0.552226755
852	0.552226755
853	0.552226755
854	0.552226755
855	0.552226755
856	0.552226755
857	0.552226755
858	0.552226755
859	0.552226755
860	0.552226755
861	0.552226755
862	0.552226755
863	0.552226755
864	0.552226755
865	0.552226755
866	0.552226755
867	0.552226755
868	0.552226755
869	0.552226755
870	0.552226755
871	0.552226755
872	0.552226755
873	0.552226755
874	0.552226755
875	0.552226755
876	0.552226755
877	0.552226755
878	0.552226755
879	0.552226755
880	0.552226755
881	0.552226755
882	0.552226755
883	0.552226755
884	0.552226755
885	0.552226755
886	0.552226755
887	0.552226755
888	0.552226755
889	0.552226755
890	0.552226755
891	0.552226755
892	0.552226755
893	0.552226755
894	0.552226755
895	0.552226755
896	0.552226755
897	0.552226755
898	0.552226755
899	0.552226755
900	0.552226755
901	0.552226755
902	0.552226755
903	0.552226755
904	0.552226755
905	0.552226755
906	0.552226755
907	0.552226755
908	0.552226755
909	0.552226755
910	0.552226755
911	0.552226755
912	0.552226755
913	0.552226755
914	0.552226755
915	0.552226755
916	0.552226755
917	0.552226755
918	0.552226755
919	0.552226755
920	0.552226755
921	0.552226755
922	0.552226755
923	0.552226755
924	0.552226755
925	0.552226755
926	0.552226755
927	0.552226755
928	0.552226755
929	0.552226755
930	0.552226755
931	0.552226755
932	0.552226755
933	0.552226755
934	0.552226755
935	0.552226755
936	0.552226755
937	0.552226755
938	0.552226755
939	0.552226755
940	0.552226755
941	0.552226755
942	0.552226755
943	0.552226755
944	0.552226755
945	0.552226755
946	0.552226755
947	0.552226755
948	0.552226755
949	0.552226755
950	0.552226755
951	0.552226755
952	0.552226755
953	0.552226755
954	0.552226755
955	0.552226755
956	0.552226755
957	0.552226755
958	0.552226755
959	0.552226755
960	0.552226755
961	0.552226755
962	0.552226755
963	0.552226755
964	0.552226755
965	0.552226755
966	0.552226755
967	0.552226755
968	0.552226755
969	0.552226755
970	0.552226755
971	0.552226755
972	0.552226755
973	0.552226755
974	0.552226755
975	0.552226755
976	0.552226755
977	0.552226755
978	0.552226755
979	0.552226755
980	0.552226755
981	0.552226755
982	0.552226755
983	0.552226755
984	0.552226755
985	0.552226755
986	0.552226755
987	0.552226755
988	0.552226755
989	0.552226755
990	0.552226755
991	0.552226755
992	0.552226755
993	0.552226755
994	0.552226755
995	0.552226755
996	0.552226755
997	0.552226755
998	0.552226755
999	0.552226755
